state,district,scenario,year,climate_confidence,confidence_class,annual_rainfall,annual_rainfall_change_pct,rx1day,rx3day,rain_p95,rain_p99,cdd,cwd,spi3,spi6,temperature_anomaly,mean_temperature,heat_stress_days_35,heat_stress_days_38,heat_stress_days_40,soil_moisture_deficit,water_availability_index,predicted_sm_anomaly,ag_stress_score,ag_stress_class,flood_hazard_score,flood_hazard_class,drought_hazard_score,drought_hazard_class,overall_risk_score,overall_risk_class,risk_rank
BIHAR,SHEOHAR,ssp245,2035,,Low Confidence,1110.8507208595245,5.37,75.52830059235525,124.62169597738617,17.382728955957806,41.556679850202585,74.04471813247744,12.992300026727865,0.0028475972565596246,0.002562837530903663,,,33.3,3.6,0.5,0.0,1.0318,0.005857922,0.0,Low,23.77,Low,4.47,Low,9.88,Low Risk,61
BIHAR,SITAMARHI,ssp245,2035,,Low Confidence,1205.5134592492245,6.465,70.28747896907672,115.97434029897659,19.653229866303356,39.6530227807566,72.06859756729094,17.21096959136656,0.06690960602611523,0.060218645423503706,0.6873498506016276,26.275829568174156,66.7,10.45,1.8499999999999999,0.0,1.0347499999999998,0.0037560842,0.0,Low,25.95,Moderate,3.94,Low,10.46,Low Risk,52
BIHAR,SIWAN,ssp245,2035,,Low Confidence,950.9965370341438,2.64,72.91489131643709,120.3095706721212,15.062467499117176,34.404906906200786,73.90078389351964,14.47409485509333,-0.6178980456633247,-0.5561082410969922,,,33.3,3.6,0.5,0.0,1.01395,0.004073763,0.0,Low,20.07,Low,54.43,High,26.08,Moderate Risk,8
BIHAR,SUPAUL,ssp245,2035,,Low Confidence,1410.9591842836771,8.35,77.65237123896867,128.1264125442983,21.690724450360214,43.07399114727424,74.78807217665828,26.834523773156697,-0.12943630572654946,-0.11649267515389451,0.6454428944322856,26.09881186617746,61.2,9.15,1.6,0.0,1.0478999999999998,0.003999131,0.0,Low,41.9,Moderate,15.39,Low,20.05,Low Risk,14
BIHAR,VAISHALI,ssp245,2035,,Low Confidence,982.1195374690066,6.9399999999999995,60.98967484113111,100.63296348786633,15.963416674672427,36.18242897323994,67.8081535520722,12.999547574455917,-0.4289785229875416,-0.38608067068878743,0.5801225251621815,26.181410088804046,63.7,9.75,1.7000000000000002,0.0,1.0621,0.015218285,0.0,Low,13.0,Low,38.35,Moderate,17.97,Low Risk,18
MAHARASHTRA,AHILYANAGAR,ssp245,2035,,Low Confidence,1068.338087133372,5.605,67.71183593567739,111.72452929386769,16.935317499853277,36.35686282614287,84.7015150858567,18.05989620042147,1.6423366187929935,1.4781029569136943,0.49739622871081934,26.619185396035522,78.30000000000001,13.45,2.6,0.0,1.0405,0.0031960239,0.0,Low,22.47,Low,7.32,Low,10.43,Low Risk,53
MAHARASHTRA,AKOLA,ssp245,2035,,Low Confidence,1099.6911430478513,7.06,95.48350515971738,157.54778351353366,16.581602806735695,39.013639597712526,78.22003327897806,17.29515425969168,1.570475296421396,1.4134277667792565,0.5067127658261263,27.48642504347696,112.25,24.4,5.550000000000001,0.0,1.05525,0.006444919,0.0,Low,37.99,Moderate,5.58,Low,15.25,Low Risk,27
MAHARASHTRA,AMRAVATI,ssp245,2035,,Low Confidence,1155.8326457082162,7.82,95.64290536549387,157.8107938530649,16.869234876877115,38.92823743495789,72.03690326433752,21.310937927824604,1.215833827825246,1.0942504450427215,0.5120101286305321,26.751019439432355,83.05000000000001,14.85,2.95,0.0,1.0584,0.0044819107,0.0,Low,42.17,Moderate,3.93,Low,16.13,Low Risk,24
MAHARASHTRA,BEED,ssp245,2035,,Low Confidence,891.9768188646743,4.9350000000000005,48.335305610473284,79.75325425728091,15.356485586359328,29.609210746652824,69.68402222670368,16.24707484604633,0.8199612933566127,0.7379651640209515,,,33.3,3.6,0.5,0.0,1.03695,0.0012038724,0.0,Low,6.69,Low,3.3,Low,3.5,Low Risk,96
MAHARASHTRA,BHANDARA,ssp245,2035,,Low Confidence,1452.809925792599,6.75,93.20038199601778,153.78063029342934,23.751244948060233,50.528414289717674,60.57113903093044,15.599286064274661,0.6252865354401775,0.5627578818961598,0.5147395908832557,26.189441410700482,63.95,9.75,1.7000000000000002,0.0,1.0486,0.0043971846,0.0,Low,43.34,Moderate,0.86,Low,15.47,Low Risk,26
MAHARASHTRA,BULDHANA,ssp245,2035,,Low Confidence,1025.2693922946278,5.25,83.24227211984126,137.34974899773806,15.920474662618643,34.632774525821304,80.46249961331299,17.438794764071655,1.1007786494642424,0.9907007845178182,0.5370864517159077,27.53410463995405,114.3,25.2,5.8,0.0,1.0404499999999999,0.0035485383,0.0,Low,29.48,Moderate,6.18,Low,12.48,Low Risk,40
MAHARASHTRA,CHANDRAPUR,ssp245,2035,,Low Confidence,1415.0328568491968,7.2299999999999995,80.0495859788632,132.08181686512427,23.018773230256784,50.72140787924607,64.35105248150447,17.51079323763313,0.571264290826732,0.5141378617440588,0.47485154006216135,27.774209619892968,124.85,29.299999999999997,7.05,0.0,1.0488,0.0025706417,0.0,Low,37.29,Moderate,1.87,Low,13.71,Low Risk,36
MAHARASHTRA,CHHATRAPATI SAMBHAJI NAGAR,ssp245,2035,,Low Confidence,949.7375544130052,4.32,66.86205047865886,110.32238328978713,14.933481550956762,32.53949999640472,88.97519584289222,16.492829771097348,1.0508839156393002,0.9457955240753702,0.5099188599321671,27.11089350912307,96.75,19.05,4.050000000000001,0.0,1.03355,0.0026464448,0.0,Low,17.98,Low,8.46,Low,9.25,Low Risk,66
MAHARASHTRA,DHARASHIV,ssp245,2035,,Low Confidence,874.7181863758437,7.04,47.035450019290955,77.60849253183008,14.605567548354802,29.39832734118039,68.67858245736912,15.669053168875962,0.6139237427487427,0.5525313684738684,0.43486861189208526,27.15819717248283,98.65,19.7,4.199999999999999,0.0,1.0523,0.00024446126,0.0,Low,4.9,Low,3.03,Low,2.78,Low Risk,99
MAHARASHTRA,DHULE,ssp245,2035,,Low Confidence,990.5520993811148,8.19,74.08646050080898,122.24265982633482,15.797789610774242,38.56171489228858,80.31100813844013,16.88470892982516,1.8654644785195522,1.6789180306675968,0.45527738134067164,27.320776649316162,105.30000000000001,21.9,4.85,0.0,1.05815,0.0018997111,0.0,Low,24.78,Low,6.14,Low,10.82,Low Risk,49
MAHARASHTRA,GADCHIROLI,ssp245,2035,,Low Confidence,1537.88909488225,4.2,81.03050796191768,133.70033813716418,22.3645234367078,49.390072207674706,60.97708394187086,20.16158097927539,0.3890150219932341,0.35011351979391075,0.5522818942864838,27.471608209609997,111.65,24.200000000000003,5.5,0.0,1.0227499999999998,0.00092367,0.0,Low,39.59,Moderate,0.97,Low,14.2,Low Risk,34
MAHARASHTRA,GONDIA,ssp245,2035,,Low Confidence,1491.7237185116342,5.84,91.13959565017306,150.38033282278553,22.64721156968377,52.34022540571719,59.041129967808374,15.02663406807768,0.3830533209233923,0.34474798883105306,0.5417816784647016,26.716193789905997,81.80000000000001,14.45,2.85,0.0,1.0387,0.00088100287,0.0,Low,41.36,Moderate,0.45,Low,14.63,Low Risk,31
MAHARASHTRA,HINGOLI,ssp245,2035,,Low Confidence,1042.225468860654,5.79,68.10838350743232,112.37883278726332,17.26877704800004,36.340297476167706,79.72229972091554,18.195612581131087,0.48644652717447806,0.4378018744570302,,,33.3,3.6,0.5,0.0,1.0497,0.009098313,0.0,Low,23.06,Low,5.98,Low,10.16,Low Risk,56
MAHARASHTRA,JALGAON,ssp245,2035,,Low Confidence,988.3116257093673,5.96,82.29971013937069,135.79452172996162,14.915179285458574,33.519569729873744,77.27732733800443,17.794095168244425,1.0503364709167546,0.9453028238250791,0.5506426241662723,27.189209674464326,99.9,20.049999999999997,4.3,0.0,1.04425,0.0023888648,0.0,Low,28.27,Moderate,5.33,Low,11.76,Low Risk,45
MAHARASHTRA,JALNA,ssp245,2035,,Low Confidence,992.7180388582857,3.72,68.16244623996838,112.46803629594781,15.573223412954057,33.74698244126886,79.90246165484885,19.116036555864426,0.7105427542804548,0.6394884788524093,0.5304320534070328,27.48968039751053,112.4,24.45,5.550000000000001,0.0,1.0305,0.0034943796,0.0,Low,22.06,Low,6.03,Low,9.83,Low Risk,62
MAHARASHTRA,KOLHAPUR,ssp245,2035,,Low Confidence,1804.4821767000874,6.58,91.92312897633528,151.6731628109532,27.54242841241243,58.64198926212936,76.05532343200763,33.777592319345445,-0.1117803900937536,-0.10060235108437823,0.5325651446978341,26.90872753461203,88.9,16.6,3.3499999999999996,0.0046941712,1.03925,-0.0046941712,36.1,Moderate,64.39,High,31.17,Moderate,44.28,Moderate Risk,5
MAHARASHTRA,LATUR,ssp245,2035,,Low Confidence,975.4770590790193,8.56,56.44322359478748,93.13131893139933,15.577314441694238,31.764880379643873,66.57215205436387,16.14057892153789,0.677445902368411,0.6097013121315699,0.4291942232185022,27.52455433342193,113.85,25.0,5.75,0.0,1.0649,0.004777879,0.0,Low,11.96,Low,2.47,Low,5.05,Low Risk,90
MAHARASHTRA,MUMBAI,ssp245,2035,,Low Confidence,2759.1692419203964,5.575,180.36412186457684,297.60080107655176,49.171827311550736,108.71581676113735,135.30217042372584,29.860884018742993,,,,,33.3,3.6,0.5,0.0,1.0361,0.0004932056,0.0,Low,97.08,Very High,,Low,,Low Risk,105
MAHARASHTRA,MUMBAI SUBURBAN,ssp245,2035,,Low Confidence,2774.76232663132,6.16,176.9470481899915,291.9626295134859,48.25119188133812,107.0954639926008,119.44265832257516,31.837003575825875,,,,,33.3,3.6,0.5,0.0,1.0407,0.0011536576,0.0,Low,99.0,Very High,,Low,,Low Risk,106
MAHARASHTRA,NAGPUR,ssp245,2035,,Low Confidence,1301.052119216362,8.209999999999999,86.11382549204959,142.08781206188183,21.191236788647963,43.07018328967657,60.66173536927549,20.849777810362184,1.1621450755396052,1.0459305679856448,0.49269749522210304,26.23222373723985,65.3,10.1,1.8,0.0,1.05885,0.0056070406,0.0,Low,40.52,Moderate,0.89,Low,14.49,Low Risk,33
MAHARASHTRA,NANDED,ssp245,2035,,Low Confidence,1071.7262997514413,10.39,56.346794042901244,92.97221017078705,16.315959892532582,33.317993103333535,66.25779731773633,19.486237907405037,0.3276002173333888,0.2948401956000499,0.4673791607221105,27.755133716265373,123.94999999999999,28.95,6.9,0.0,1.0805,0.008730886,0.0,Low,16.12,Low,2.38,Low,6.48,Low Risk,82
MAHARASHTRA,NANDURBAR,ssp245,2035,,Low Confidence,1065.0483072175534,9.31,83.0860735217291,137.092021310853,16.631545870331156,43.0516098918772,88.46794506666949,18.788639118752272,1.1430116770068532,1.0287105093061681,0.45527738134067164,27.320776649316162,105.30000000000001,21.9,4.85,0.0,1.06595,0.0025297806,0.0,Low,33.6,Moderate,8.32,Low,14.67,Low Risk,30
MAHARASHTRA,NASHIK,ssp245,2035,,Low Confidence,1345.2906288201652,8.165,88.69787538478994,146.3514943849034,20.8569392974578,48.543814783047786,94.32158033050834,21.93754287989584,0.9627512233728812,0.8664761010355931,0.5120917340119711,27.36383893887202,107.05,22.549999999999997,5.05,0.0,1.0566499999999999,0.004866242,0.0,Low,44.37,Moderate,9.89,Low,18.99,Low Risk,15
MAHARASHTRA,PALGHAR,ssp245,2035,,Low Confidence,2411.4634521007156,8.055,138.48319015169744,228.4972637503008,41.10436012732988,94.59579271996371,123.3219623979493,34.603801481562314,-0.16787789556940608,-0.15109010601246547,0.550989811287991,27.010419840282868,92.85,17.75,3.7,0.0,1.0524,0.00022352749,0.0,Low,99.64,Very High,23.91,Low,43.24,Moderate Risk,6
MAHARASHTRA,PARBHANI,ssp245,2035,,Low Confidence,1016.0743893531628,5.6850000000000005,54.7822082642045,90.39064363593741,17.49884454099319,32.939226368692474,65.71757578053695,18.469177724319884,0.6451537844951909,0.580638406045672,0.5237777080800861,27.445256088839642,110.5,23.75,5.4,0.0,1.04615,0.0065796864,0.0,Low,14.96,Low,2.24,Low,6.02,Low Risk,84
MAHARASHTRA,PUNE,ssp245,2035,,Low Confidence,1316.608786422948,6.12,81.07617747483756,133.77569283348197,20.579041560098716,44.12463022299447,88.3185032673448,21.617718295650537,0.9025837208795591,0.8123253487916031,0.5650857104195772,26.486346146795512,73.65,12.25,2.3,0.0,1.0382500000000001,0.0017600369,0.0,Low,38.28,Moderate,8.28,Low,16.3,Low Risk,22
MAHARASHTRA,RAIGAD,ssp245,2035,,Low Confidence,2510.718478698137,5.95,123.60399014718395,203.9465837428535,43.66070636933398,88.63413308797486,106.21717505491463,34.68360665478372,-1.1186552570324355,-1.006789731329192,0.5852134870158459,26.743696386284313,82.75,14.75,2.95,0.00031935176,1.03655,-0.00031935176,2.46,Low,98.33,Very High,61.15,High,56.56,High Risk,3
MAHARASHTRA,RATNAGIRI,ssp245,2035,,Low Confidence,2698.7051805828687,6.445,129.0199033494061,212.88284052652006,46.29063165609318,80.12599093451192,106.46074403051867,41.57286260649754,-0.7110155199604167,-0.639913967964375,0.5778515418370596,27.052809007962548,94.5,18.299999999999997,3.85,0.0054614586,1.03685,-0.0054614586,42.0,Moderate,100.0,Very High,79.67,Very High,75.48,Very High Risk,2
MAHARASHTRA,SANGLI,ssp245,2035,,Low Confidence,1108.2039184988882,6.305,55.29279280182264,91.23310812300736,17.09667687585774,37.105112767886865,75.01117497811002,20.112340676834208,1.7927868042032666,1.6135081237829398,0.5343440453211592,26.6784641424815,80.4,14.05,2.75,0.002538037,1.0406499999999999,-0.002538037,19.52,Low,17.76,Low,13.87,Low,16.93,Low Risk,20
MAHARASHTRA,SATARA,ssp245,2035,,Low Confidence,1436.75762926777,6.4350000000000005,82.4729224009248,136.08032196152593,22.171488287819205,51.64417079224412,84.37494031882262,24.94549902193212,2.5211363296134266,2.2690226966520837,0.5814131809605563,26.204553049140515,64.45,9.9,1.75,7.1251234e-05,1.0396,-7.1251234e-05,0.55,Low,45.57,Moderate,7.49,Low,18.74,Low Risk,16
MAHARASHTRA,SINDHUDURG,ssp245,2035,,Low Confidence,2695.7131107562027,6.78,126.54736741395013,208.8031562330177,42.4707144980758,77.31383177300171,87.57163484295197,48.79591955264014,-0.7289952392994272,-0.6560957153694844,0.560854793919475,27.592769802941234,116.85,26.15,6.05,0.0062930896,1.0387,-0.0062930896,48.39,Moderate,99.2,Very High,80.75,Very High,77.5,Very High Risk,1
MAHARASHTRA,SOLAPUR,ssp245,2035,,Low Confidence,792.9972578032497,6.04,43.73718195533232,72.16635022629832,12.542553479136409,27.51819095669135,70.31984430089935,15.542546686268386,0.779372849807251,0.7014355648265259,0.4639089087645303,26.97210759719214,91.35,17.3,3.6,0.0,1.04155,0.00038185634,0.0,Low,3.13,Low,3.47,Low,2.31,Low Risk,100
MAHARASHTRA,THANE,ssp245,2035,,Low Confidence,2389.6079761245096,7.12,134.80636994363095,222.43051040699106,41.2857207052959,84.58835885940591,94.24246271100168,29.869997855190835,0.471062757775361,0.4239564819978249,0.550989811287991,27.010419840282868,92.85,17.75,3.7,0.0,1.04695,0.0007263231,0.0,Low,96.85,Very High,9.87,Low,37.35,Moderate Risk,7
MAHARASHTRA,WARDHA,ssp245,2035,,Low Confidence,1260.9412705939476,9.025,90.67161453874343,149.60816398892663,20.114910607040247,42.31264048704105,67.64353522442502,18.873468491553417,1.1615249728512984,1.0453724755661686,0.47330648501716155,27.96612392663958,133.45,32.9,8.2,0.0,1.0676999999999999,0.0062688733,0.0,Low,40.21,Moderate,2.75,Low,15.04,Low Risk,28
MAHARASHTRA,WASHIM,ssp245,2035,,Low Confidence,1060.3288468427863,6.13,87.71743031180097,144.73376001447159,16.53086780067067,35.96260723687216,73.18896393612172,18.050960310674157,0.9893533228301994,0.8904179905471795,0.5067127658261263,27.48642504347696,112.25,24.4,5.550000000000001,0.0,1.05065,0.0097698,0.0,Low,33.42,Moderate,4.24,Low,13.18,Low Risk,39
MAHARASHTRA,YAVATMAL,ssp245,2035,,Low Confidence,1179.7598521154573,9.31,78.6532848996485,129.77792008442003,17.251089989421274,41.60494139650085,70.78690738422321,19.24824483866687,0.5642826809340078,0.5078544128406071,0.46313343577916655,27.859781743420513,128.65,30.85,7.6,0.0,1.07185,0.008814171,0.0,Low,31.55,Moderate,3.59,Low,12.3,Low Risk,42
TELANGANA,ADILABAD,ssp245,2035,,Low Confidence,1202.8403814779401,11.02,77.31909794356619,127.5765116068842,18.36086887756212,44.66619336856657,63.86043861539362,15.285723813680816,0.29278593900754446,0.26350734510679,0.4254068215688278,28.09410199324292,139.35,35.5,9.05,0.0,1.0824,0.00455173,0.0,Low,28.59,Moderate,1.74,Low,10.62,Low Risk,51
TELANGANA,BHADRADRI KOTHAGUDEM,ssp245,2035,,Low Confidence,1276.8089647702893,4.175000000000001,58.940070172399516,97.25111578445919,20.05165296043267,41.06554125547677,65.57011489670444,18.73475706688094,0.44530926546941135,0.4007783389224702,0.5007238268852348,28.48815553188325,157.85000000000002,44.4,12.25,0.0028670607,1.0239,-0.0028670607,22.05,Low,21.68,Low,12.53,Low,18.59,Low Risk,17
TELANGANA,HANUMAKONDA,ssp245,2035,,Low Confidence,1110.8658577217084,9.165,69.02902563398595,113.89789229607682,17.786827578917364,38.78840517208162,57.341675087618725,12.126145297188032,0.5766324771459219,0.5189692294313297,,,33.3,3.6,0.5,0.0,1.0822500000000002,0.0073254956,0.0,Low,18.93,Low,0.0,Low,6.63,Low Risk,80
TELANGANA,HYDERABAD,ssp245,2035,,Low Confidence,940.3521402221536,6.85,69.50390456995783,114.68144254043042,15.198615005223182,33.312700630432104,64.76277897072646,10.452144707460494,,,,,33.3,3.6,0.5,0.0,1.05955,0.0023074644,0.0,Low,15.82,Low,,Low,,Low Risk,107
TELANGANA,JAGTIAL,ssp245,2035,,Low Confidence,1159.7212887959558,11.07,73.55610135150711,121.36756722998672,17.385056541547854,41.07195428051743,57.25892713828672,13.772937672170698,0.46115163452236435,0.4150364710701279,,,33.3,3.6,0.5,0.0,1.09375,0.010616826,0.0,Low,23.27,Low,0.0,Low,8.14,Low Risk,71
TELANGANA,JANGAON,ssp245,2035,,Low Confidence,1012.2896896675443,9.635000000000002,60.60354565157533,99.9958503250993,16.019930129185976,34.517530214079116,61.843288741152264,13.342614443935405,0.7722734808720987,0.6950461327848888,0.4601129571596907,28.658038663864147,166.0,48.7,13.899999999999999,0.0,1.10185,0.010525548,0.0,Low,12.68,Low,1.2,Low,4.86,Low Risk,92
TELANGANA,JAYASHANKAR BHUPALPALLI,ssp245,2035,,Low Confidence,1323.1466456868718,6.405,81.98906126924025,135.2819510942464,20.53668631336135,44.18555958906453,57.069657572904106,18.15984293535717,0.15560515067708233,0.14004463560937408,,,33.3,3.6,0.5,0.0,1.0436999999999999,0.0031209053,0.0,Low,35.42,Moderate,0.0,Low,12.4,Low Risk,41
TELANGANA,JOGULAMBA GADWAL,ssp245,2035,,Low Confidence,763.3539480133863,0.945,47.316929442890476,78.07293358076927,11.725663834137471,23.94484229297064,70.10701499586366,12.056958895236246,0.35063124215980734,0.31556811794382666,,,33.3,3.6,0.5,0.0020607444,1.0048499999999998,-0.0020607444,15.85,Low,0.07,Low,10.84,Low,8.57,Low Risk,69
TELANGANA,KAMAREDDY,ssp245,2035,,Low Confidence,1055.5519563509365,12.55,62.23189332976392,102.68262399411046,17.174861076542754,33.850477510310256,63.1952183067432,18.581050548491575,0.28827167687651617,0.2594445091888646,0.4825368338161127,27.81482515864903,126.60000000000001,30.0,7.25,0.0,1.1103999999999998,0.0122477105,0.0,Low,19.33,Low,1.56,Low,7.31,Low Risk,74
TELANGANA,KARIMNAGAR,ssp245,2035,,Low Confidence,1154.6571426937012,9.97,73.36476676146938,121.0518651564245,18.09475860025981,39.77655782446928,58.21577090351873,18.082705404853584,0.8368392321838545,0.753155308965469,0.4386242177751498,28.252324496375206,146.75,38.9,10.25,0.0,1.1008,0.013254986,0.0,Low,27.49,Moderate,0.23,Low,9.7,Low Risk,64
TELANGANA,KHAMMAM,ssp245,2035,,Low Confidence,1087.1246493669432,6.395,53.715378918504626,88.63037521553264,17.963080293796914,33.897101883946185,57.479847037731815,14.737188043280009,0.1546653241509328,0.13919879173583952,0.5007238268852348,28.48815553188325,157.85000000000002,44.4,12.25,0.00084380445,1.0453999999999999,-0.00084380445,6.49,Low,11.32,Low,3.08,Low,6.99,Low Risk,77
TELANGANA,KUMURAM BHEEM,ssp245,2035,,Low Confidence,1332.4446145018298,7.325,94.88628052179041,156.56236286095415,20.585944989791663,46.54127841061997,65.99660219983596,18.540954252216615,0.4075357170265309,0.36678214532387776,0.49455564353202774,28.231070400608928,145.7,38.4,10.1,0.0,1.04855,0.0005463659,0.0,Low,43.81,Moderate,2.31,Low,16.14,Low Risk,23
TELANGANA,MAHABUBABAD,ssp245,2035,,Low Confidence,1104.01006663621,7.465,58.137912889617354,95.92755626786862,18.066219302157215,34.93932544031594,57.605443251218134,12.93438087177512,0.23214484617100167,0.20893036155390154,,,33.3,3.6,0.5,0.0,1.06165,0.0023401878,0.0,Low,12.44,Low,0.07,Low,4.38,Low Risk,93
TELANGANA,MAHBUBNAGAR,ssp245,2035,,Low Confidence,807.0897956496585,3.1100000000000003,46.44878237102098,76.64049091218462,13.026565048715739,26.650337791515653,72.41036142986314,12.190998364411971,0.2047598733211332,0.1842838859890199,,,33.3,3.6,0.5,0.0,1.03905,0.0068815025,0.0,Low,0.0,Low,4.03,Low,1.41,Low Risk,103
TELANGANA,MANCHERIAL,ssp245,2035,,Low Confidence,1292.0310363600966,7.415000000000001,88.54185283975283,146.09405718559216,20.282664836283598,44.69859401713431,58.73205375332256,16.934018080799763,0.5203168798952381,0.4682851919057143,,,33.3,3.6,0.5,0.0,1.0524,0.0037679195,0.0,Low,37.91,Moderate,0.37,Low,13.4,Low Risk,37
TELANGANA,MEDAK,ssp245,2035,,Low Confidence,1007.6547887639624,10.705,65.60995293735274,108.25642234663204,16.442350428757265,31.805450813730733,57.27738970429916,17.52826391490909,0.6027489908058015,0.5424740917252213,,,33.3,3.6,0.5,0.0,1.1081500000000002,0.014231618,0.0,Low,19.12,Low,0.0,Low,6.69,Low Risk,79
TELANGANA,MEDCHAL-MALKAJGIRI,ssp245,2035,,Low Confidence,952.2473627224883,8.26,72.98667515513623,120.42801400597477,14.956656216693853,33.060663415644555,57.85763434326624,12.325414362429004,0.8849334465659748,0.7964401019093774,0.4743652125199844,28.029258080323558,136.35,34.150000000000006,8.65,0.0,1.0737999999999999,0.004413433,0.0,Low,17.56,Low,0.14,Low,6.19,Low Risk,83
TELANGANA,MULUGU,ssp245,2035,,Low Confidence,1370.1222443407123,5.01,79.2136375766154,130.70250200141538,21.913596156572957,43.971441198886694,57.18500461988266,17.05266487448109,0.1793916313818087,0.16145246824362783,0.49269131289588586,27.949396644698254,132.7,32.55,8.1,0.0,1.02905,0.00026319566,0.0,Low,33.67,Moderate,0.0,Low,11.78,Low Risk,43
TELANGANA,NAGARKURNOOL,ssp245,2035,,Low Confidence,809.2576771327639,2.54,43.80415738417042,72.2768596838812,12.19434064046095,26.112486444456632,66.89773388654055,15.602153744548204,0.6237098833341808,0.5613388950007627,0.49701647758485024,28.21153156757356,144.8,38.0,9.95,0.0,1.0283,0.0021933017,0.0,Low,3.19,Low,2.55,Low,2.01,Low Risk,101
TELANGANA,NALGONDA,ssp245,2035,,Low Confidence,905.3690110854548,6.53,47.193451605746716,77.86919514948207,13.89637920482117,28.548941354093085,68.49797153471476,17.947520808850765,0.949878055374697,0.8548902498372275,0.49738148318398245,29.046344314681175,184.75,59.599999999999994,18.2,0.0,1.0637500000000002,0.0044954713,0.0,Low,6.38,Low,2.98,Low,3.28,Low Risk,97
TELANGANA,NARAYANPET,ssp245,2035,,Low Confidence,810.4526054744513,3.33,45.6364292465811,75.3001082568588,12.755476095332236,26.75295408776017,73.24307849031298,13.609096024511608,0.299271896070438,0.26934470646339426,0.4572093698713573,28.074224890602967,138.45,35.05,8.95,0.0,1.0298500000000002,0.0015697201,0.0,Low,1.25,Low,4.25,Low,1.92,Low Risk,102
TELANGANA,NIRMAL,ssp245,2035,,Low Confidence,1134.7359578485657,12.469999999999999,65.16727708967287,107.52600719796024,16.437070013803748,39.55651555163742,58.871118842319035,16.638410113002116,0.2551887830414721,0.22966990473732488,,,33.3,3.6,0.5,0.0,1.1006,0.008136406,0.0,Low,20.21,Low,0.41,Low,7.22,Low Risk,75
TELANGANA,NIZAMABAD,ssp245,2035,,Low Confidence,1103.9103757383532,13.41,57.41837091044434,94.74031200223314,17.022395517805002,37.111808937060964,57.731653122960466,17.487669440056692,0.3750849708529066,0.3375764737676159,0.4825368338161127,27.81482515864903,126.60000000000001,30.0,7.25,0.0,1.1118999999999999,0.0107310265,0.0,Low,16.36,Low,0.1,Low,5.76,Low Risk,88
TELANGANA,PEDDAPALLI,ssp245,2035,,Low Confidence,1227.0773207564127,8.61,79.40028518577597,131.01047055653032,19.032439877234278,41.645398535249,58.51749344457106,14.294418142879794,0.40273968615930233,0.3624657175433721,0.4386242177751498,28.252324496375206,146.75,38.9,10.25,0.0,1.0707,0.008982663,0.0,Low,28.41,Moderate,0.31,Low,10.05,Low Risk,58
TELANGANA,RAJANNA SIRCILLA,ssp245,2035,,Low Confidence,1098.4051004746145,12.620000000000001,65.30583811377667,107.7546328877315,16.160591658759074,39.68181842960053,53.191936919387246,13.251262369027563,1.0170598807249203,0.9153538926524283,,,33.3,3.6,0.5,0.0,1.123,0.02234313,0.0,Low,16.83,Low,0.0,Low,5.89,Low Risk,86
TELANGANA,RANGA REDDY,ssp245,2035,,Low Confidence,876.8309896513293,5.48,52.4396277026771,86.52538570941721,13.85875173970697,28.85586375062646,67.6554599022584,16.186042465736584,0.6266384783963541,0.5639746305567186,0.4743652125199844,28.029258080323558,136.35,34.150000000000006,8.65,0.0,1.05225,0.0032718086,0.0,Low,7.7,Low,2.76,Low,3.66,Low Risk,95
TELANGANA,SANGAREDDY,ssp245,2035,,Low Confidence,992.9001532846687,9.47,63.348454315279874,104.52494962021179,15.642453777539234,30.86922518952116,62.729888891136184,17.847934604993654,0.3303204310272464,0.2972883879245218,0.4841492387983699,27.774388612641246,124.85,29.299999999999997,7.05,0.0,1.084,0.0069988407,0.0,Low,17.32,Low,1.44,Low,6.57,Low Risk,81
TELANGANA,SIDDIPET,ssp245,2035,,Low Confidence,1038.6724070117907,10.18,62.89327289993999,103.77390028490098,16.924961615469016,34.54501135049453,57.74118850004768,13.399533954600322,1.0125651125325543,0.9113086012792989,,,33.3,3.6,0.5,0.0,1.1138499999999998,0.020768875,0.0,Low,14.68,Low,0.11,Low,5.18,Low Risk,89
TELANGANA,SURYAPET,ssp245,2035,,Low Confidence,970.4999489546547,8.215,47.38929613006654,78.19233861460978,15.229253254337053,30.784660468950285,68.1515041890569,15.574610818525725,0.2598527784226141,0.23386750058035266,0.4601129571596907,28.658038663864147,166.0,48.7,13.899999999999999,0.0,1.0839500000000002,0.00928767,0.0,Low,5.75,Low,2.89,Low,3.02,Low Risk,98
TELANGANA,VIKARABAD,ssp245,2035,,Low Confidence,903.0526335818333,5.545,56.04181652549407,92.46899726706522,13.747846220425608,29.93359978956598,69.5776981827056,14.398971207206804,0.24514230363427086,0.2206280732708438,0.4841492387983699,27.774388612641246,124.85,29.299999999999997,7.05,0.0,1.04635,0.0042417105,0.0,Low,8.23,Low,3.27,Low,4.03,Low Risk,94
TELANGANA,WANAPARTHY,ssp245,2035,,Low Confidence,769.5011880579367,1.0899999999999999,48.08659170812082,79.34287631839936,11.51110991697451,24.622128316447558,67.72446134510854,13.014678765404083,0.3178293955246255,0.28604645597216294,,,33.3,3.6,0.5,0.0,1.01525,0.0023172756,0.0,Low,1.18,Low,2.78,Low,1.39,Low Risk,104
